Time,Clus_label,trial,Mean Torque_L,Mean Torque_R,Mean Chair_LinVel,Mean Chair_AngVel,lin_acc_prediction,lin_velocity_prediction,ang_acc_prediction,ang_velocity_prediction,AngVel_L,AngVel_R
0.666666666666667,1,StraightF_T1,5.32635383180765,3.875433925342,0.067356331189935,0.037216457499737,0.306351335117453,0.020110327362087,0,0,0.067034424540288,0.067034424540288
0.733333333333333,1,StraightF_T1,6.47818393398025,5.07962337464596,0.093301498147176,0.038538159507178,0.418897225028411,0.048036809030647,0,0,0.160122696768824,0.160122696768824
0.8,1,StraightF_T1,7.49413976472653,5.95922252391874,0.121893044460029,0.03753368232704,0.509753090180921,0.082020348376042,0,0,0.273401161253473,0.273401161253473
0.866666666666667,1,StraightF_T1,8.48281836743949,6.49220181875716,0.15548727977759,0.044412598775234,0.583281572151709,0.120905786519489,0,0,0.403019288398297,0.403019288398297
0.933333333333333,1,StraightF_T1,9.57532779557075,7.00690746807413,0.196652605935601,0.046286045461944,0.661109777755571,0.164979771703194,0,0,0.54993257234398,0.54993257234398
1,1,StraightF_T1,10.9102309002595,7.39578687326783,0.245702875583211,0.023517315126114,0.745142379787266,0.214655930355678,0,0,0.715519767852261,0.715519767852261
1.06666666666667,1,StraightF_T1,12.2597299661249,7.59929386729024,0.301471062675768,-0.009494794159231,0.82135355849639,0.269412834255438,0,0,0.898042780851459,0.898042780851459
1.13333333333333,1,StraightF_T1,12.9070729312221,7.94324581731277,0.361917116098378,-0.019933174088632,0.869265401238609,0.327363861004678,0,0,1.09121287001559,1.09121287001559
1.2,0,StraightF_T1,12.9024276533796,8.72021196051741,0.423843702118285,-0.007129243351731,0.899093071627997,0.387303399113211,0,0,1.29101133037737,1.29101133037737
1.26666666666667,0,StraightF_T1,12.7916114158381,9.55459416668431,0.486001817795049,0.004295132587211,0.955097152983937,0.450976542645474,0,0,1.50325514215158,1.50325514215158
1.33333333333333,1,StraightF_T1,12.8038078242629,10.2687052608588,0.551233504598703,0.007366778278337,0.971337396429322,0.515732369074095,0,0,1.71910789691365,1.71910789691365
1.4,1,StraightF_T1,13.0466503572446,11.3085059077784,0.620267969662411,0.00097671342373,1.03129054835415,0.584485072297705,0,0,1.94828357432568,1.94828357432568
1.46666666666667,0,StraightF_T1,13.525103733545,11.6497696131642,0.683985190658704,-0.03743527413698,1.11934559027683,0.659108111649494,0,0,2.19702703883165,2.19702703883165
1.53333333333333,0,StraightF_T1,12.2060468043274,8.29822361598845,0.732471321900055,-0.098594543758553,0.853203716946263,0.715988359445911,0,0,2.3866278648197,2.3866278648197
1.6,0,StraightF_T1,7.12459444670797,2.48027971418233,0.772629444558945,-0.11084251824311,0.326036351207122,0.737724116193053,0,0,2.45908038731018,2.45908038731018
1.66666666666667,0,StraightF_T1,1.55861437860021,-0.472261552055264,0.809179680687169,-0.061436405458105,-0.011231094615287,0.736975376552034,0,0,2.45658458850678,2.45658458850678
1.73333333333333,0,StraightF_T1,-0.256225650222042,-0.325199350570488,0.830656640172425,-0.036482166906687,-0.043271534096545,0.734090607612264,0,0,2.44696869204088,2.44696869204088
1.8,0,StraightF_T1,0.037238276301974,-6.72087465981557E-05,0.831749394777124,-0.100836863720724,-0.013589570105741,0.733184636271881,0,0,2.44394878757294,2.44394878757294
1.86666666666667,0,StraightF_T1,0.091448670980413,-0.11030465897685,0.829475143822577,-0.203589130835157,-0.020065007130893,0.731846969129822,0,0,2.43948989709941,2.43948989709941
1.93333333333333,0,StraightF_T1,0.065277760652693,-0.267610028892169,0.84363082550134,-0.261371411754263,-0.031722090742135,0.729732163080346,0,0,2.43244054360115,2.43244054360115
2,0,StraightF_T1,0.118865051714891,-0.26774193181748,0.861917840582691,-0.250534734230911,-0.030480362487385,0.727700138914521,0,0,2.42566712971507,2.42566712971507
2.06666666666667,0,StraightF_T1,0.140624355005353,-0.149772836339926,0.855305679602206,-0.197410582156099,-0.021688496388405,0.726254239155294,0,0,2.42084746385098,2.42084746385098
