Torque_L,Torque_R,Chair_LinVel,Chair_AngVel,AngVel_L,AngVel_R
0.0886937589531377,-0.0684575911611434,0,0,0,0
0.0851532944737382,-0.0624556855115536,-3.10481885990662e-05,-0.000105803283726787,-1.5324558891232e-05,-0.000191663365102543
0.0815058299307628,-0.0579510545208316,-6.16875729027129e-05,-0.000204810536909971,-3.49497955840672e-05,-0.000376300690434019
0.0778328483555135,-0.0548147379809405,-9.21955533987537e-05,-0.000297989608154777,-5.89938378668649e-05,-0.000555643184791493
0.0742189614237903,-0.0529057804342012,-0.000122812065107795,-0.000386271272308539,-8.74808234355339e-05,-0.000731266277283098
0.0707503115765011,-0.0520754450282007,-0.000153737067368618,-0.000470543602782269,-0.000120337222243502,-0.000904576560213951
0.0675129109340624,-0.0521711279733459,-0.000185129051186594,-0.000551648110317817,-0.000157390078690466,-0.00107680359588683
0.0645909575537345,-0.0530399306642083,-0.000217104520259487,-0.000630377394525912,-0.000198367238760029,-0.00124899622963655
0.0620651701241938,-0.0545318554172619,-0.000249738387325813,-0.000707474054799159,-0.000242899578753411,-0.00142202300341868
0.0600111815687808,-0.0565025997643145,-0.000283065214514738,-0.000783630613789715,-0.000290525203557697,-0.00159657622654056
0.0584980302666921,-0.0588159331706082,-0.000317081215130498,-0.000859490218768991,-0.000340695534794169,-0.00177317923274249
0.0575867847633816,-0.0613456487720959,-0.000351746924963218,-0.000935647903014146,-0.000392783164032271,-0.00195219633572251
0.0573293340246349,-0.0639770911089204,-0.000386990443928663,-0.00101265221000141,-0.000446091304761032,-0.00213384498809672
0.0577673706180312,-0.0666082687411869,-0.000422711143707025,-0.00109100700671612,-0.000499864640093317,-0.00231820965128685
0.0589315888335973,-0.0691505679498621,-0.000458783734134894,-0.00117117333790369,-0.000553301332196574,-0.00250525689536939
0.0608411138505607,-0.0715290903431916,-0.00049506258041709,-0.00125357119970416,-0.000605565934970165,-0.00269485126781043
0.0635031718068957,-0.0736826430147438,-0.000531386164729328,-0.00133858113800249,-0.000655802934095687,-0.00288677149743317
0.066913004222635,-0.0755634148555371,-0.000567581589393236,-0.00142654560322502,-0.000703150628623273,-0.0030807266339983
0.0710540238630595,-0.0771363766487788,-0.000603469024389637,-0.00151777001853762,-0.000746755065850773,-0.00327637176341347
0.075898202992187,-0.0783784456287561,-0.000638866009357462,-0.00161252354186718,-0.000785783746302225,-0.00347332298274752
0.0814066792389636,-0.0792774572404961,-0.000673591529187239,-0.00171103952339143,-0.000819438827797944,-0.00367117136678365
0.0875305591410941,-0.0798309878883266,-0.000707469792608187,-0.00181351567874557,-0.000846969576405979,-0.0038694957076486
0.0942118949848222,-0.0800450725241434,-0.000740333654506264,-0.0019201140139081,-0.000867683836764132,-0.00406787385994429
0.1013848069382,-0.0799328600319114,-0.000772027634795918,-0.00203096055038944,-0.000880958323995196,-0.00426589257464426
0.108976719767851,-0.079513247567039,-0.000802410499186074,-0.00214614490889198,-0.000886247573210261,-0.0044631557546969
0.116909681689239,-0.0788095323766202,-0.000831357379811882,-0.00226571981606845,-0.000883091419315896,-0.00465929111276332
0.125101732152226,-0.0778481162459658,-0.000858761426132359,-0.00238970060249134,-0.000871120918365079,-0.00485395525585065
0.133468285597888,-0.0766572936897278,-0.000884534988416976,-0.00251806476064446,-0.000850062660852869,-0.00504683726192697
0.141923499399233,-0.075266150445806,-0.000908610347278885,-0.00265075162990516,-0.000819741466008645,-0.00523766084918392
0.150381596248228,-0.0737035938615079,-0.000930940012804103,-0.00278766227139587,-0.000780081483183783,-0.00542618526884357
0.158758114079758,-0.0719975315157517,-0.000951496625654905,-0.00292865958957392,-0.000731105760871422,-0.00561220507682795
0.166971060111222,-0.0701742090337596,-0.000970272499912687,-0.00307356874984955,-0.000672934374834334,-0.00579554895791692
0.174941949590021,-0.0682577126588978,-0.00098727885323661,-0.00322217793273167,-0.000605781233512306,-0.00597607778806509
0.182596714231259,-0.0662696368848753,-0.00100254477406341,-0.00337423945535686,-0.000529949700747324,-0.00615368212634208
0.189866469939012,-0.0642289124482984,-0.00101611597802485,-0.00352947128110487,-0.000445827192495427,-0.00632827932767022
0.196688138078682,-0.0621517853579469,-0.001028053406526,-0.00368755892766732,-0.000353878915363888,-0.00649981046147609
0.203004919150368,-0.0600519335000525,-0.00103843171957255,-0.00384815777371191,-0.000254640920481898,-0.00666823721000175
0.20876662205763,-0.0579407038020971,-0.00104733773256606,-0.00401089575443699,-0.000148712646522715,-0.00683353890391769
0.213929856139452,-0.0558274500377081,-0.00105486884305248,-0.00417537642706368,-3.67491209551943e-05,-0.006995709832728
0.21845809661927,-0.053719949168761,-0.00106113148849612,-0.00434118237885444,8.05470207249739e-05,-0.00715475694403243
0.222321637028665,-0.0516248726852003,-0.00106623967027373,-0.00450787894271968,0.00020243355135398,-0.00731069801984549
0.225497444412532,-0.0495482887338257,-0.00107031357247786,-0.00467501817898656,0.000328136574229251,-0.00746356039074835
0.227968934670199,-0.0474961709185401,-0.00107347829703687,-0.00484214307652011,0.000456858240310533,-0.00761338022055631
0.229725686212259,-0.045474890479572,-0.00107586272935725,-0.00500879192214005,0.000587784170592539,-0.00776020236630754
0.230763110220531,-0.0434916700715765,-0.00107759854142853,-0.00517450278416466,0.00072009051537545,-0.00790408079156564
0.231082095218081,-0.0415549794947566,-0.00107881933234485,-0.00533881805390786,0.000852950603773704,-0.00804507948607273
0.230688642440748,-0.0396748564086781,-0.00107965989971993,-0.00550128898800562,0.000985541157604924,-0.00818327382240444
