Time,AngVel_L,AngVel_R,Chair_LinVel,Chair_AngVel,Torque_L,Torque_R
0,0.023739561719421,0.005752742455541,0.004718768667988,-0.011511564328902,0.111465399148775,0.046857402250208
0.004166666666667,0.023443705884616,0.005756882156978,0.004672094086649,-0.011319567185705,0.111679040175014,0.02805633053617
0.008333333333333,0.023144639369527,0.005779972544944,0.004627937906309,-0.011113386767748,0.111408628713293,0.009381676007803
0.0125,0.022841615460853,0.005823960659171,0.004586492179197,-0.01089129907309,0.110692298975389,-0.00900744361005
0.016666666666667,0.022533801704059,0.005890674782539,0.004547916237849,-0.010651601229785,0.109570895876705,-0.026956835543391
0.020833333333333,0.022220298848786,0.005981785295518,0.004512333463082,-0.010392648674102,0.108086900240979,-0.044319944218462
0.025,0.021900160005881,0.006098764826831,0.004479827973227,-0.010112892914601,0.106283464019739,-0.060960333969479
0.029166666666667,0.021572409401948,0.006242848366909,0.00445044124301,-0.009810919062431,0.104203597229192,-0.076753874450491
0.033333333333333,0.021236060187513,0.006414994076295,0.004424168682202,-0.009485482311184,0.101889536683742,-0.091590573714285
0.0375,0.020890130852537,0.006615845578574,0.004400956228971,-0.009135542575339,0.099382309249194,-0.105376019437922
0.041666666666667,0.02053365992863,0.006845696574614,0.004380697040512,-0.008760296546572,0.096721481668996,-0.118032406151389
0.045833333333333,0.020165718811606,0.007104458649388,0.004363228393752,-0.008359206503819,0.093945068786952,-0.129499144341307
0.05,0.019785422719439,0.00739163316211,0.004348328941041,-0.007932025316688,0.0910895560147,-0.139733064562998
0.054166666666667,0.019391939994224,0.007706288112343,0.004335716497044,-0.007478817204401,0.088189982685165,-0.148708244595487
0.058333333333333,0.018984500117786,0.00804704085659,0.004325046555894,-0.00699997392716,0.085280030804218,-0.156415498503728
0.0625,0.018562400876728,0.008412047509294,0.004315911741758,-0.006496226155152,0.082392067037059,-0.162861572079213
0.066666666666667,0.018125015053072,0.008798999796515,0.004307842375928,-0.005968649764189,0.07955709239465,-0.168068089722413
0.070833333333333,0.017671796864244,0.009205130037715,0.004300308304308,-0.00541866676897,0.076804562874895,-0.172070295127465
0.075,0.017202288195799,0.009627224808563,0.004292722080693,-0.004848040567821,0.074162055642331,-0.174915624784602
0.079166666666667,0.016716124508554,0.010061647683639,0.004284443550747,-0.004258865167935,0.071654770358458,-0.176662151896704
0.083333333333333,0.016213040176057,0.010504371270302,0.004274785831414,-0.003653548099672,0.069304874604319,-0.177376940118904
0.0875,0.015692872922064,0.010951018522302,0.004263022631096,-0.003034786815836,0.067130724860338,-0.177134350881291
0.091666666666667,0.015155566982463,0.011396913062497,0.004248396807191,-0.002405538508765,0.065146016956949,-0.176014352455899
0.095833333333333,0.01460117461324,0.011837137947327,0.004230130009689,-0.001768983466172,0.06335893754762,-0.174100880144376
0.1,0.014029855607124,0.012266601970727,0.004207433212455,-0.001128482327281,0.061771396695694,-0.171480292503027
0.104166666666667,0.013441874567928,0.012680112235117,0.004179517888486,-0.000487527892986,0.06037841937651,-0.168239957996883
0.108333333333333,0.012837595824868,0.013072451335772,0.004145607545702,0.000150307526992,0.059167762103415,-0.164466991996965
0.1125,0.012217476050699,0.013438457181063,0.004104949317082,0.000781427923447,0.058119803604478,-0.160247149318261
0.116666666666667,0.011582054875445,0.013773103300903,0.004056825308216,0.001402270992307,0.05720773928347,-0.155663866225663
0.120833333333333,0.010931944039467,0.014071577528427,0.004000563450864,0.002009365432947,0.056398090618382,-0.150797440210912
0.125,0.010267815838812,0.014329357129601,0.003935547674947,0.002599386426118,0.055651523475372,-0.145724335796273
0.129166666666667,0.009590391688303,0.014542278709005,0.003861227263571,0.003169207693262,0.054923953044984,-0.140516608002785
0.133333333333333,0.008900431517298,0.014706601472033,0.003777125278295,0.003715948771042,0.054167897078904,-0.135241438933139
0.1375,0.008198724468362,0.014819062653617,0.003682845939519,0.004237016438575,0.053334023651603,-0.129960784887585
0.141666666666667,0.007486081086929,0.014876924131225,0.003578080834907,0.00473013954836,0.052372826483039,-0.124731130940647
0.145833333333333,0.006763326939619,0.014878009429355,0.003462613819038,0.005193396793441,0.051236352301851,-0.119603347922653
0.15,0.006031297405101,0.014820730498152,0.003336324464523,0.005625237179561,0.04987990260078,-0.114622644968821
0.154166666666667,0.005290833248798,0.01470410381461,0.003199189930147,0.006024493162128,0.048263636703037,-0.109828610460612
0.158333333333333,0.004542776522131,0.014527755515805,0.003051285126072,0.006390386555958,0.046354012965213,-0.105255335237624
0.1625,0.003787966319418,0.014291915434625,0.002892781080649,0.006722527433738,0.04412501791522,-0.100931613189336
0.166666666666667,0.003027233981635,0.013997400074572,0.002723941448995,0.007020906299484,0.041559146868981,-0.096881214281291
0.170833333333333,0.002261397456914,0.013645584736526,0.002545117150952,0.007285879858955,0.038648112395893,-0.093123222910241
0.175,0.001491254713383,0.013238365202008,0.002356739186464,0.007518150712722,0.03539326810786,-0.089672430436943
0.179166666666667,0.000717576349242,0.012778109589642,0.002159309750223,0.007718741273857,0.031805744752454,-0.086539765981078
0.183333333333333,-5.89021577331621E-05,0.01226760123924,0.001953391853042,0.007888962174063,0.027906304295683,-0.083732745674568
0.1875,-0.00083748782084,0.011709973746152,0.001739597748051,0.008030375402874,0.023724926543149,-0.081255918836681
0.191666666666667,-0.00161753617489,0.011108639572067,0.001518576543549,0.00814475247805,0.019300152461151,-0.079111290430992
0.195833333333333,-0.002398454941243,0.010467213998438,0.001291001449152,0.008234028121393,0.014678218569055,-0.077298702319137
