Time,Clus_label,trial,Mean Torque_L,Mean Torque_R,Mean Chair_LinVel,Mean Chair_AngVel,lin_acc_prediction,lin_velocity_prediction,ang_acc_prediction,ang_velocity_prediction
0.0,0,Obstacles35_T1,0.1532107106016246,-0.202323892162803,0.001120830570852388,0.0044834730747574224,-0.08486912920657987,-0.005657941947105324,1000,0.0
0.06666666666666667,0,Obstacles35_T1,0.1339435527334491,-0.05321321276728349,0.0008507391076544525,0.003402637164972514,-0.07849467054191893,-0.010890919983233254,1000,0.0
0.13333333333333333,0,Obstacles35_T1,0.06352426054610412,-0.09310974414819903,0.0002331826033010144,0.0009324919261528079,-0.08311094478268305,-0.016431649635412125,1000,0.0
0.2,0,Obstacles35_T1,0.025436441934318682,-0.1157062647162656,-8.878840042046698e-05,-0.0003531936364129073,-0.08565632468351222,-0.022142071280979607,1000,0.0
0.26666666666666666,0,Obstacles35_T1,0.08442875624737242,-0.12556103498540386,-7.5493184215138336e-06,-3.214018435260857e-05,-0.08385460563491164,-0.02773237832330705,1000,0.0
0.3333333333333333,0,Obstacles35_T1,0.13481178090291615,-0.100949433222122,0.0004925487075906883,0.0019635745549089613,-0.08073951091756056,-0.033115012384477754,1000,0.0
0.4,0,Obstacles35_T1,0.06778141937323043,-0.06562379408930621,0.0010599206076564458,0.004259949738467606,-0.08163517655261632,-0.03855735748798551,1000,0.0
0.4666666666666667,0,Obstacles35_T1,0.011220401085384244,-0.06226391033778617,0.0011004564177247492,0.004403766048200786,-0.08365323353647967,-0.044134239723750815,1000,0.0
0.5333333333333333,0,Obstacles35_T1,0.0650010876698073,-0.0569975466371327,0.0006151358433164548,0.0023655765837884268,-0.0813305592483773,-0.04955627700697597,1000,0.0
0.6,0,Obstacles35_T1,0.08695319654795786,-0.113630171855681,-0.00016210462990194554,-0.0004938588155872429,-0.08318796082678066,-0.055102141062094684,1000,0.0
0.6666666666666666,0,Obstacles35_T1,0.056312683041273535,-0.2156306655810276,-0.001228860076633687,-0.004975834267342224,-0.0892361810211357,-0.061051219796837065,1000,0.0
0.7333333333333333,1,Obstacles35_T1,0.3451617149322618,-0.15520578039128524,-0.0017788863015823385,-0.011153709580730834,-0.07228434225454608,-0.06587017594714013,1000,0.0
0.8,1,Obstacles35_T1,1.0513686205394963,0.14655513050502236,3.256600466362697e-05,-0.01236079970261418,-0.009882707137782207,-0.06652902308965895,1000,0.0
0.8666666666666667,1,Obstacles35_T1,1.8460594662492724,0.5644209922304209,0.0034998503008833452,-0.0067689799693958965,0.0659426965805891,-0.06213284331761968,1000,0.0
0.9333333333333333,1,Obstacles35_T1,2.497913249642898,0.7960585661641719,0.006980930627593331,0.0011111225362831195,0.12018416154970024,-0.054120565880973,1000,0.0
1.0,1,Obstacles35_T1,2.898041200769291,0.9327849426974082,0.011985942840912027,0.005533296321110635,0.15308837224033245,-0.04391467439828417,1000,0.0
1.0666666666666667,1,Obstacles35_T1,3.3986883165841366,1.2465999289577383,0.02079645460176925,0.003496643384213071,0.20447744424209763,-0.030282844782144328,1000,0.0
1.1333333333333333,1,Obstacles35_T1,4.198101539863053,1.7167394725919882,0.03313609197808475,-0.0055232235894269385,0.28431792184258026,-0.011328316659305646,1000,0.0
1.2,1,Obstacles35_T1,4.97158868042977,2.153374950154939,0.047635071347814896,-0.015666863032388713,0.3602620646757799,0.01268915431907968,1000,0.0
1.2666666666666666,1,Obstacles35_T1,5.4906804185459865,2.7855213574900706,0.06464969614910474,-0.012714094664502733,0.43550594731837444,0.041722884140304645,1000,0.0
1.3333333333333333,1,Obstacles35_T1,5.691383002333847,3.790749634743365,0.08460638112643654,0.007323133823842486,0.5190647927514803,0.07632720365706999,1000,0.0
1.4,1,Obstacles35_T1,5.725979528136548,4.725830795193679,0.1063497474582676,0.025211834756768504,0.5880056239628791,0.1155275785879286,1000,0.0
1.4666666666666666,1,Obstacles35_T1,5.914479113384273,5.326768109655678,0.1288459559395871,0.021040511364902825,0.6419164333412538,0.1583220074773455,1000,0.0
1.5333333333333332,1,Obstacles35_T1,6.2940684449946165,5.825922705358131,0.1525178348230651,-0.0022114416043786576,0.6995802063690896,0.2049606879019515,1000,0.0
1.6,1,Obstacles35_T1,6.526354426122854,6.363473486908743,0.1770864700674724,-0.025494050320089487,0.751482804341616,0.2550595415247259,1000,0.0
1.6666666666666667,0,Obstacles35_T1,6.490606067243547,6.6964399533015895,0.2020136689448482,-0.03556981409134305,0.4884650978176235,0.2876238813792341,1000,0.0
1.7333333333333334,1,Obstacles35_T1,6.453825262983939,6.920102260973195,0.2279981479960088,-0.03299837185115337,0.7871415421031921,0.3400999841861136,1000,0.0
1.8,1,Obstacles35_T1,6.525254402184763,7.292687456346287,0.25699906868761835,-0.02466669556430801,0.8179413599391051,0.39462940818205394,1000,0.0
1.8666666666666667,0,Obstacles35_T1,6.519646966486322,7.68500713904564,0.2898853167368878,-0.0155505889932521,0.5367643778047381,0.4304137000357031,1000,0.0
1.9333333333333333,0,Obstacles35_T1,6.362410217196128,8.145935037195207,0.3247312454236676,-0.004712473763876325,0.552706948252455,0.46726082991920015,1000,0.0
2.0,0,Obstacles35_T1,5.934418919330198,8.67581505372748,0.35934913500093757,0.01118905683826675,0.5615124153540145,0.5046949909428011,1000,0.0
2.0666666666666664,0,Obstacles35_T1,5.30564125046617,9.034978094698094,0.3939289089642726,0.03298958109789269,0.554437008201649,0.5416574581562443,1000,0.0
