Time,AngVel_L,AngVel_R,Chair_LinVel,Chair_AngVel,Torque_L,Torque_R
0,-1.84515844364195E-05,0.000380585043414,5.79413534363736E-05,0.000240927775306,0.038963575271365,-0.30108551810653
0.004166666666667,-7.15650141177973E-06,0.000380168826593,5.96819720289973E-05,0.000233856801814,0.028639524064907,-0.287896814105139
0.008333333333333,5.47622478294405E-06,0.000370228929745,6.01128247245392E-05,0.000220228048279,0.018488013130196,-0.274572028758485
0.0125,1.9336878135485E-05,0.000349458808825,5.90073099136858E-05,0.000199318901548,0.008536722991612,-0.261247292320051
0.016666666666667,3.42758569563886E-05,0.000316537463611,5.61301312907618E-05,0.000170422102131,-0.001188438472855,-0.248056449976068
0.020833333333333,5.0101030474325E-05,0.000270142751894,5.12390051788738E-05,0.00013285537897,-0.010663254032384,-0.235128657158478
0.025,6.65754133130389E-05,0.000208965245316,4.40865053806331E-05,8.5971219322493E-05,-0.019865041121769,-0.222586093013663
0.029166666666667,8.34152120683796E-05,0.000131722384597,3.44220154664266E-05,2.91665947341327E-05,-0.028772425567407,-0.210541846544311
0.033333333333333,0.000100288295139,3.7172665447354E-05,2.19937536938934E-05,-3.81075500027927E-05,-0.03736505533509,-0.199098032564642
0.0375,0.000116813132545,-7.58704357826426E-05,6.5508314819259E-06,-0.000116337248801,-0.045623270223421,-0.188344193812
0.041666666666667,0.000132558246618,-0.000208525104508,-1.21546972623976E-05,-0.000205937117661,-0.053527747077767,-0.178356038589787
0.045833333333333,0.000147042207205,-0.000361828716117,-3.43658414259099E-05,-0.000307242821628,-0.061059141065158,-0.169194549154457
0.05,0.000159734196274,-0.000536726569382,-6.03187796973533E-05,-0.000420504613227,-0.068197741728429,-0.160905476102479
0.054166666666667,0.000170055156723,-0.000734062136129,-9.02411167050209E-05,-0.00054588213908,-0.074923158767853,-0.153519211571299
0.058333333333333,0.000177379528743,-0.000954569118259,-0.000124350334323,-0.000683440692529,-0.081214048255597,-0.147051013115292
0.0625,0.000181037564413,-0.001198865569782,-0.000162852480859,-0.000833149062156,-0.087047886813811,-0.141501534118163
0.066666666666667,0.000180318197495,-0.001467450292772,-0.000205941135244,-0.000994879088463,-0.092400800431343,-0.136857607771176
0.070833333333333,0.000174472430824,-0.001760701650125,-0.000253796675088,-0.001168406992271,-0.097247456729934,-0.133093230531293
0.075,0.000162717188555,-0.002078878852713,-0.000306585866265,-0.001353416477747,-0.101561034312286,-0.130170696429986
0.079166666666667,0.000144239565117,-0.00242212567188,-0.000364461777082,-0.001549503539319,-0.105313288787843,-0.128041843281415
0.083333333333333,0.000118201387449,-0.002790476398113,-0.000427564001706,-0.001756182813924,-0.108474739671843,-0.126649382853555
0.0875,8.37439924023692E-05,-0.003183863713333,-0.000496019155349,-0.001972895218557,-0.111015002963333,-0.125928296538981
0.091666666666667,3.99931075993967E-05,-0.003602127981207,-0.000569941579777,-0.002199016506449,-0.112903289090103,-0.125807283717212
0.095833333333333,-1.39362879021535E-05,-0.004045027330567,-0.000649434178955,-0.002433866289911,-0.114109074900994,-0.126210250819131
0.1,-7.89352563314731E-05,-0.004512247872643,-0.000734589300636,-0.002676717051358,-0.114602942977409,-0.127057825577665
0.104166666666667,-0.000155896487018,-0.005003413483218,-0.000825489595238,-0.002926802714687,-0.114357564352004,-0.128268874780517
0.108333333333333,-0.000245710317594,-0.005518094761808,-0.000922208812704,-0.003183326456884,-0.113348784766215,-0.129761997345474
0.1125,-0.000349261330692,-0.006055816986023,-0.001024812530674,-0.003445467565483,-0.11155676263332,-0.131456959868088
0.116666666666667,-0.000467425658348,-0.006616067062759,-0.001133358835377,-0.003712387263041,-0.10896710103958,-0.133276040190851
0.120833333333333,-0.000601069111568,-0.007198299620828,-0.001247898997183,-0.003983233515025,-0.10557191752588,-0.135145246171238
0.125,-0.000751046229927,-0.007801942487789,-0.001368478194835,-0.004257144910407,-0.101370803536784,-0.136995381219362
0.129166666666667,-0.000918200314324,-0.008426401845021,-0.001495136345495,-0.004533253754383,-0.096371637802752,-0.138762934662496
0.133333333333333,-0.001103364463921,-0.009071067357601,-0.001627909091444,-0.004810688539581,-0.090591230638966,-0.140390782670015
0.1375,-0.001307363584459,-0.009735317527305,-0.001766828977882,-0.005088575965492,-0.084055785482984,-0.141828693226631
0.141666666666667,-0.001531017268163,-0.010418525416255,-0.001911926829507,-0.005366042655451,-0.076801168064322,-0.143033635596603
0.145833333333333,-0.001775143363809,-0.011120064733557,-0.002063233295579,-0.005642216676074,-0.068872973142044,-0.143969900685975
0.15,-0.002040561957697,-0.011839316069311,-0.002220780484321,-0.005916228897578,-0.060326376658891,-0.144609044162086
0.154166666666667,-0.002328099370563,-0.012575672821805,-0.002384603550779,-0.00618721415924,-0.05122576096465,-0.144929669830043
0.158333333333333,-0.002638591642434,-0.013328546161033,-0.002554742048555,-0.006454312162173,-0.041644104923619,-0.144917076917498
0.1625,-0.002972886841275,-0.01409736829854,-0.00273124082237,-0.006716668049669,-0.031662139782821,-0.144562801073223
0.166666666666667,-0.003331845435406,-0.014881593436284,-0.00291415021947,-0.006973432755247,-0.021367284346795,-0.14386408376943
0.170833333333333,-0.003716337975838,-0.015680695996444,-0.003103525435565,-0.007223763333196,-0.010852386859618,-0.142823307056843
0.175,-0.004127239472698,-0.016494165993105,-0.003299424874528,-0.007466823559491,-0.000214313467629,-0.14144742961613
0.179166666666667,-0.004565420085735,-0.017321501626032,-0.003501907473883,-0.007701785080934,0.010447567652652,-0.13974745617324
