Time,Clus_label,trial,Mean Torque_L,Mean Torque_R,Mean Chair_LinVel,Mean Chair_AngVel,lin_acc_prediction,lin_velocity_prediction,ang_acc_prediction,ang_velocity_prediction
0.0,0,StraightF_T1,-0.02967621081271635,-0.21119279681317776,-2.0698467295165695e-06,-0.0001217578555207881,-0.09233618585252623,-0.006155745723501749,0.0,0.0
0.06666666666666667,0,StraightF_T1,-0.1068232625951014,-0.13084274073490246,-0.0007516073113526978,-0.002792205635468907,-0.09147263456208633,-0.012253921360974172,0.0,0.0
0.13333333333333333,0,StraightF_T1,-0.0238604922999084,-0.14076295334816402,-0.0028903838852629,-0.007189063941706947,-0.08875083171696012,-0.01817064347543818,0.0,0.0
0.2,0,StraightF_T1,0.09856838672673096,-0.10167296079887142,-0.006632898343873198,-0.010039322459212748,-0.08216993397779503,-0.023648639073957846,0.0,0.0
0.26666666666666666,0,StraightF_T1,0.017167683656525108,-0.09749269221941304,-0.010977234780996348,-0.008884019255154314,-0.08510552184833226,-0.02932234053051333,0.0,0.0
0.3333333333333333,0,StraightF_T1,-0.15128751084725367,-0.16487109241736594,-0.011741703030226385,-0.004900124728383896,-0.0948091992130548,-0.03564295381138365,0.0,0.0
0.4,1,StraightF_T1,0.2680194504659811,0.16929714391824038,-0.0048446276277981475,-0.0007360554680457715,-0.09406679250384756,-0.041914073311640154,0.0,0.0
0.4666666666666667,1,StraightF_T1,1.3589460042691597,1.0865985395677045,0.008925575371846042,0.004289100357502696,0.0346270274639114,-0.03960560481404606,0.0,0.0
0.5333333333333333,1,StraightF_T1,2.6388212365010992,1.9768247283037823,0.025868421841241513,0.013076965400683878,0.17229840309646094,-0.028119044607615332,0.0,0.0
0.6,1,StraightF_T1,4.032407462342779,2.8274817192767454,0.04482980915063638,0.02664498963181357,0.31370629533271255,-0.007205291585434495,0.0,0.0
0.6666666666666666,1,StraightF_T1,5.326353831807653,3.875433925342005,0.06735633118993536,0.037216457499736656,0.4634821334061372,0.023693517308307984,0.0,0.0
0.7333333333333333,1,StraightF_T1,6.478183933980253,5.079623374645959,0.09330149814717562,0.03853815950717799,0.6162326627394268,0.06477569482426977,0.0,0.0
0.8,1,StraightF_T1,7.4941397647265315,5.959222523918736,0.12189304446002938,0.03753368232703981,0.7378962161765019,0.11396877590270324,0.0,0.0
0.8666666666666667,1,StraightF_T1,8.482818367439494,6.492201818757161,0.1554872797775905,0.044412598775234347,0.8331695264109591,0.16951341099676717,0.0,0.0
0.9333333333333333,1,StraightF_T1,9.575327795570749,7.006907468074133,0.19665260593560122,0.046286045461943946,0.9331331016944769,0.23172228444306564,0.0,0.0
1.0,1,StraightF_T1,10.910230900259476,7.395786873267832,0.24570287558321072,0.023517315126114158,1.0380922811841067,0.30092843652200607,0.0,0.0
1.0666666666666667,1,StraightF_T1,12.259729966124866,7.599293867290242,0.30147106267576756,-0.009494794159230732,1.1306239455488756,0.37630336622526445,0.0,0.0
1.1333333333333333,1,StraightF_T1,12.90707293122209,7.943245817312768,0.3619171160983785,-0.01993317408863172,1.1926453607169136,0.45581305693972535,0.0,0.0
1.2,0,StraightF_T1,12.902427653379627,8.720211960517405,0.4238437021182848,-0.007129243351731389,0.831999821598212,0.5112797117129395,0.0,0.0
1.2666666666666666,0,StraightF_T1,12.791611415838075,9.55459416668431,0.48600181779504853,0.0042951325872110195,0.8675538919335309,0.5691166378418415,0.0,0.0
1.3333333333333333,1,StraightF_T1,12.8038078242629,10.26870526085876,0.5512335045987026,0.007366778278337002,1.3531584089532773,0.6593271984387267,0.0,0.0
1.4,1,StraightF_T1,13.046650357244609,11.308505907778418,0.6202679696624112,0.0009767134237303452,1.4416267690338744,0.7554356497076516,0.0,0.0
1.4666666666666666,0,StraightF_T1,13.525103733544992,11.64976961316416,0.6839851906587044,-0.03743527413698028,0.9957991455409977,0.8218222594103848,0.0,0.0
1.5333333333333332,0,StraightF_T1,12.206046804327393,8.298223615988448,0.7324713219000555,-0.09859454375855263,0.7850391491034537,0.8741582026839484,0.0,0.0
1.6,0,StraightF_T1,7.12459444670797,2.4802797141823305,0.7726294445589446,-0.11084251824310962,0.311660464695474,0.89493556699698,0.0,0.0
1.6666666666666667,0,StraightF_T1,1.5586143786002071,-0.4722615520552644,0.8091796806871691,-0.06143640545810474,-0.04362404784336049,0.8920272971407559,0.0,0.0
1.7333333333333334,0,StraightF_T1,-0.2562256502220417,-0.32519935057048843,0.8306566401724246,-0.03648216690668695,-0.10650272229820895,0.8849271156542087,0.0,0.0
1.8,0,StraightF_T1,0.03723827630197373,-6.720874659815572e-05,0.8317493947771243,-0.10083686372072367,-0.07968274447903546,0.8796149326889396,0.0,0.0
1.8666666666666667,0,StraightF_T1,0.0914486709804126,-0.11030465897685038,0.8294751438225774,-0.20358913083515748,-0.08285610556397494,0.874091192318008,0.0,0.0
1.9333333333333333,0,StraightF_T1,0.06527776065269306,-0.2676100288921687,0.8436308255013403,-0.26137141175426293,-0.09137168638583491,0.8679997465589524,0.0,0.0
2.0,0,StraightF_T1,0.11886505171489067,-0.2677419318174799,0.8619178405826913,-0.2505347342309107,-0.08931410062864874,0.8620454731837092,0.0,0.0
2.0666666666666664,0,StraightF_T1,0.1406243550053527,-0.14977283633992622,0.8553056796022059,-0.197410582156099,-0.08284581025380318,0.856522419166789,0.0,0.0
2.1333333333333333,0,StraightF_T1,0.04325023974523152,-0.1725907154860164,0.8210257298825446,-0.13282905717936194,-0.08768512946138263,0.8506767438693634,0.0,0.0
